activity_id,assay_id,standard_type,pchembl_value,tid,target_type,pref_name,class_level,lotus_id,pathway,superclass,class,pathway_superclass
9617991,809215,Ki,8.5,10880,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9532130,809129,Ki,8.5,101484,SINGLE PROTEIN,Tyrosine protein kinase Alk family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9665294,809268,Ki,8.5,30043,SINGLE PROTEIN,CAMK protein kinase PIM family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9673473,809263,Ki,8.5,30007,SINGLE PROTEIN,Tyrosine protein kinase Fer family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9511266,809124,Ki,8.5,11873,SINGLE PROTEIN,TKL protein kinase MLK subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7731042,774726,IC50,8.5,12832,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 4,5.0,LTS0187647,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
4929937,688600,Potency,8.49,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0060987,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,"Alkaloids, Nicotinic acid alkaloids"
7669278,774719,IC50,8.49,10627,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0078068,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
4749925,688259,Potency,8.49,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0110382,Alkaloids,Tryptophan alkaloids,Quinoline alkaloids,"Alkaloids, Tryptophan alkaloids"
3869389,688816,Potency,8.49,103665,SINGLE PROTEIN,Tudor domain,4.0,LTS0214523,Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids,"Terpenoids, Sesquiterpenoids"
17766615,1641704,IC50,8.49,219,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0063401,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
4745946,688259,Potency,8.49,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0147632,Alkaloids,Other,Other,"Alkaloids, Other"
4749947,688259,Potency,8.49,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0122945,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
7700649,774719,IC50,8.49,10627,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
4874800,688549,Potency,8.49,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0240149,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
648847,910,Ki,8.49,51,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0011527,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
4758188,688620,Potency,8.49,103664,SINGLE PROTEIN,Nuclear hormone receptor subfamily 1 group F member 3,5.0,LTS0124710,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
4753901,688259,Potency,8.49,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0005108,Amino acids and Peptides,Other,Other,"Amino acids and Peptides, Other"
4870701,688549,Potency,8.49,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0020613,Polyketides,Cyclic polyketides,Furans,"Polyketides, Cyclic polyketides"
654823,158051,Ki,8.48,12464,SINGLE PROTEIN,Cysteine protease C3A subfamily,5.0,LTS0029112,Alkaloids,Other,Other,"Alkaloids, Other"
18441284,1741762,Kd,8.48,180,SINGLE PROTEIN,Isomerase,2.0,LTS0047938,Polyketides,Macrolides,Other,"Polyketides, Macrolides"
15752884,1523543,Ki,8.48,11060,SINGLE PROTEIN,Lyase,2.0,LTS0087195,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,"Shikimates and Phenylpropanoids, Flavonoids"
885422,161773,IC50,8.47,17130,SINGLE PROTEIN,Protein phosphatase regulatory subunit,4.0,LTS0020543,Polyketides,Linear polyketides,Phoslactomycins or Phosphazomycins,"Polyketides, Linear polyketides"
19258867,1901356,IC50,8.47,20018,SINGLE PROTEIN,Enzyme,1.0,LTS0250233,Amino acids and Peptides,Oligopeptides,Depsipeptides,"Amino acids and Peptides, Oligopeptides"
18939043,1828668,IC50,8.46,100071,SINGLE PROTEIN,STE protein kinase PAKA subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
3654242,688422,Potency,8.46,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0136148,Terpenoids,Monoterpenoids,Menthane monoterpenoids,"Terpenoids, Monoterpenoids"
4886124,688600,Potency,8.46,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0118818,Amino acids and Peptides,Small peptides,Amino fatty acids,"Amino acids and Peptides, Small peptides"
4018972,688798,Potency,8.46,271,SINGLE PROTEIN,Nuclear hormone receptor subfamily 1 group A member 2,5.0,LTS0234652,Fatty acids,Fatty Acids and Conjugates,Branched fatty acids,"Fatty acids, Fatty Acids and Conjugates"
4019777,688798,Potency,8.46,271,SINGLE PROTEIN,Nuclear hormone receptor subfamily 1 group A member 2,5.0,LTS0245554,Carbohydrates,Polyols,Amino cyclitols,"Carbohydrates, Polyols"
3928278,688724,Potency,8.46,103069,SINGLE PROTEIN,Phosphodiesterase,2.0,LTS0171258,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
338301,92774,Ki,8.46,10514,SINGLE PROTEIN,Voltage-gated calcium channel,3.0,LTS0112682,Polyketides,Other,Other,"Polyketides, Other"
4585216,688334,Potency,8.46,11531,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0251061,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,"Shikimates and Phenylpropanoids, Phenolic acids (C6-C1)"
4586061,688334,Potency,8.46,11531,SINGLE PROTEIN,Other cytosolic protein,1.0,LTS0049478,Alkaloids,Tyrosine alkaloids,Phenylethylamines,"Alkaloids, Tyrosine alkaloids"
7673528,774715,IC50,8.46,227,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
8061129,808318,EC50,8.46,20104,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0074404,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
2903613,586949,Kd,8.46,100850,SINGLE PROTEIN,CAMK protein kinase BRSK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
365782,196077,IC50,8.46,89,SINGLE PROTEIN,Ryanodine receptor,3.0,LTS0217759,Terpenoids,Sesquiterpenoids,Daucane sesquiterpenoids,"Terpenoids, Sesquiterpenoids"
18706869,1784662,EC50,8.46,174,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 2,5.0,LTS0122651,Shikimates and Phenylpropanoids,Flavonoids,Flavones,"Shikimates and Phenylpropanoids, Flavonoids"
367004,141731,IC50,8.46,12936,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0257248,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,"Shikimates and Phenylpropanoids, Isoflavonoids"
648848,2025,Ki,8.46,106,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0011527,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
4745986,688259,Potency,8.46,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0260959,Carbohydrates,Nucleosides,Purine nucleotides,"Carbohydrates, Nucleosides"
7612476,774697,IC50,8.45,12474,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0062623,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
22843527,2065260,IC50,8.44,101191,SINGLE PROTEIN,Other protein kinase ULK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
15602727,1495667,IC50,8.44,13067,SINGLE PROTEIN,Cholecystokinin receptor,5.0,LTS0223872,Polyketides,Macrolides,Spirotetronate macrolides,"Polyketides, Macrolides"
1181430,158448,EC50,8.44,10616,SINGLE PROTEIN,Prostanoid receptor,5.0,LTS0013565,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
709951,35819,IC50,8.43,11170,SINGLE PROTEIN,Secreted protein,1.0,LTS0114608,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
1023054,146587,IC50,8.42,10526,SINGLE PROTEIN,Opioid receptor,5.0,LTS0246876,Amino acids and Peptides,Oligopeptides,RiPPs,"Amino acids and Peptides, Oligopeptides"
702096,226369,IC50,8.42,12643,SINGLE PROTEIN,Secreted protein,1.0,LTS0189879,Terpenoids,Steroids,Androstane steroids,"Terpenoids, Steroids"
15752889,1523543,Ki,8.42,11060,SINGLE PROTEIN,Lyase,2.0,LTS0254337,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
2450159,487958,Ki,8.42,12900,SINGLE PROTEIN,Kainate receptor,4.0,LTS0245308,Alkaloids,Ornithine alkaloids,Other,"Alkaloids, Ornithine alkaloids"
22843545,2065278,IC50,8.41,100856,SINGLE PROTEIN,Other protein kinase IKK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7671331,774700,IC50,8.41,216,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
15752890,1523543,Ki,8.41,11060,SINGLE PROTEIN,Lyase,2.0,LTS0062135,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
7696372,774700,IC50,8.41,216,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
22804909,2057306,IC50,8.41,100660,SINGLE PROTEIN,Calcium ATPase,4.0,LTS0269367,Terpenoids,Sesquiterpenoids,Thapsane sesquiterpenoids,"Terpenoids, Sesquiterpenoids"
12633688,936215,Ki,8.41,105591,SINGLE PROTEIN,Unclassified protein,1.0,LTS0156745,Alkaloids,Other,Other,"Alkaloids, Other"
3351725,640841,IC50,8.41,11287,SINGLE PROTEIN,Serine protease S1A subfamily,5.0,LTS0257296,Amino acids and Peptides,Oligopeptides,Cyanopeptolins,"Amino acids and Peptides, Oligopeptides"
5100522,697513,Ki,8.4,10280,SINGLE PROTEIN,Histamine receptor,5.0,LTS0127937,Alkaloids,Histidine alkaloids,Imidazole alkaloids,"Alkaloids, Histidine alkaloids"
1699442,342265,IC50,8.4,10532,SINGLE PROTEIN,Hydrolase,2.0,LTS0157218,Alkaloids,Tryptophan alkaloids,Pyrroloindole alkaloids,"Alkaloids, Tryptophan alkaloids"
5085615,693673,IC50,8.4,103820,SINGLE PROTEIN,Hydrolase,2.0,LTS0221894,Amino acids and Peptides,β-lactams,Penicillins,"Amino acids and Peptides, β-lactams"
5085614,693672,IC50,8.4,103819,SINGLE PROTEIN,Transporter,1.0,LTS0221894,Amino acids and Peptides,β-lactams,Penicillins,"Amino acids and Peptides, β-lactams"
7598756,774593,Kd,8.4,101612,SINGLE PROTEIN,CAMK protein kinase MARK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9568928,809116,Ki,8.4,100845,SINGLE PROTEIN,AGC protein kinase GEK subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
299383,33882,Ki,8.4,125,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0142195,Alkaloids,Other,Other,"Alkaloids, Other"
18690391,1781508,IC50,8.4,12161,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0011732,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
19125357,1872482,IC50,8.4,117333,SINGLE PROTEIN,Transferase,2.0,LTS0004668,Shikimates and Phenylpropanoids,Xanthones,Plant xanthones,"Shikimates and Phenylpropanoids, Xanthones"
18686125,1780580,IC50,8.4,117839,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0189582,Terpenoids,Meroterpenoids,Tetraketide meroterpenoids,"Terpenoids, Meroterpenoids"
9592401,809238,Ki,8.4,12947,SINGLE PROTEIN,CMGC protein kinase CDK5 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
12102853,863155,IC50,8.4,146,SINGLE PROTEIN,Glucagon receptor,5.0,LTS0155636,Terpenoids,Diterpenoids,Daphnane diterpenoids,"Terpenoids, Diterpenoids"
4842796,688549,Potency,8.4,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0177573,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
9698440,809259,Ki,8.4,30028,SINGLE PROTEIN,CAMK protein kinase CAMK1 family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4896970,688585,Potency,8.4,101097,SINGLE PROTEIN,Neuropeptide receptor,5.0,LTS0187369,Alkaloids,Tryptophan alkaloids,Quinoline alkaloids,"Alkaloids, Tryptophan alkaloids"
2980141,597011,EC50,8.4,12831,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 4,5.0,LTS0189879,Terpenoids,Steroids,Androstane steroids,"Terpenoids, Steroids"
17924118,1642994,Kd,8.4,30040,SINGLE PROTEIN,STE protein kinase PAKB subfamily,6.0,LTS0247858,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4618646,688341,Potency,8.4,78,SINGLE PROTEIN,Glycohormone receptor,5.0,LTS0164067,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
3641875,688422,Potency,8.4,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0149705,Alkaloids,Tryptophan alkaloids,Pyrroloindole alkaloids,"Alkaloids, Tryptophan alkaloids"
4542730,688293,Potency,8.4,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0250246,Alkaloids,Pseudoalkaloids (transamidation),Purine alkaloids,"Alkaloids, Pseudoalkaloids (transamidation)"
9652588,809267,Ki,8.4,12071,SINGLE PROTEIN,CMGC protein kinase CDC2 subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
16460099,1551383,Ki,8.39,12209,SINGLE PROTEIN,Lyase,2.0,LTS0172438,Alkaloids,Other,Other,"Alkaloids, Other"
18916028,1822227,IC50,8.39,131,SINGLE PROTEIN,Voltage-gated sodium channel,3.0,LTS0035190,Alkaloids,Guanidine alkaloids,Tetrodotoxins,"Alkaloids, Guanidine alkaloids"
13880715,1284659,EC50,8.39,12247,SINGLE PROTEIN,AGC protein kinase PKC delta subfamily,6.0,LTS0163943,Terpenoids,Diterpenoids,Ingenane diterpenoids,"Terpenoids, Diterpenoids"
18939155,1828775,IC50,8.38,101048,SINGLE PROTEIN,Other protein kinase ULK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
15083134,1436364,Kd,8.38,109465,SINGLE PROTEIN,Isomerase,2.0,LTS0000800,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
22843594,2065327,IC50,8.38,11637,SINGLE PROTEIN,AGC protein kinase PKN family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7669270,774715,IC50,8.38,227,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0078068,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
16401311,1540951,EC50,8.38,12688,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0141462,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
15752886,1523543,Ki,8.38,11060,SINGLE PROTEIN,Lyase,2.0,LTS0130369,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,"Shikimates and Phenylpropanoids, Isoflavonoids"
710735,88824,IC50,8.38,17017,SINGLE PROTEIN,Enzyme,1.0,LTS0086261,Amino acids and Peptides,Other,Other,"Amino acids and Peptides, Other"
15752882,1523543,Ki,8.37,11060,SINGLE PROTEIN,Lyase,2.0,LTS0031098,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,"Shikimates and Phenylpropanoids, Flavonoids"
2899401,586597,Kd,8.37,101312,SINGLE PROTEIN,STE protein kinase KHS subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7671399,774751,IC50,8.37,72,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
15752883,1523543,Ki,8.37,11060,SINGLE PROTEIN,Lyase,2.0,LTS0220769,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,"Shikimates and Phenylpropanoids, Flavonoids"
18939144,1828766,IC50,8.37,102391,SINGLE PROTEIN,CAMK protein kinase TSSK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7671401,774752,IC50,8.37,130,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
3052890,603134,Ki,8.36,220,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0267492,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
320435,33632,Ki,8.36,12743,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0002176,Alkaloids,Tryptophan alkaloids,Yohimbine-like alkaloids,"Alkaloids, Tryptophan alkaloids"
15752881,1523543,Ki,8.36,11060,SINGLE PROTEIN,Lyase,2.0,LTS0107505,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
3661349,688422,Potency,8.35,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0027630,Alkaloids,Other,Other,"Alkaloids, Other"
3626782,688422,Potency,8.35,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0071602,Alkaloids,Other,Other,"Alkaloids, Other"
20673076,1987674,EC50,8.35,103947,SINGLE PROTEIN,SLC21/SLCO family of organic anion transporting polypeptides,4.0,LTS0133138,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
14535949,1327354,IC50,8.35,100413,SINGLE PROTEIN,Tyrosine protein kinase Trk family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4941764,688600,Potency,8.35,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0041444,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
3668060,688422,Potency,8.35,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0043386,Terpenoids,Monoterpenoids,Menthane monoterpenoids,"Terpenoids, Monoterpenoids"
3641384,688422,Potency,8.35,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0149000,Alkaloids,Pseudoalkaloids (transamidation),Purine alkaloids,"Alkaloids, Pseudoalkaloids (transamidation)"
920207,145705,Kd,8.35,10527,SINGLE PROTEIN,Opioid receptor,5.0,LTS0111215,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
3655440,688422,Potency,8.35,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0036677,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,"Shikimates and Phenylpropanoids, Coumarins"
15752892,1523543,Ki,8.34,11060,SINGLE PROTEIN,Lyase,2.0,LTS0222327,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
12510459,915457,IC50,8.34,106614,SINGLE PROTEIN,Nicotinic acetylcholine receptor beta subunit,4.0,LTS0190281,Alkaloids,Other,Other,"Alkaloids, Other"
828163,3921,IC50,8.34,12166,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0198662,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
508868,33074,Ki,8.34,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0236098,Alkaloids,Tryptophan alkaloids,Yohimbine-like alkaloids,"Alkaloids, Tryptophan alkaloids"
15752893,1523543,Ki,8.33,11060,SINGLE PROTEIN,Lyase,2.0,LTS0043665,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
13459763,985680,EC50,8.33,12247,SINGLE PROTEIN,AGC protein kinase PKC delta subfamily,6.0,LTS0080388,Terpenoids,Diterpenoids,Ingenane diterpenoids,"Terpenoids, Diterpenoids"
508869,33355,Ki,8.33,216,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0236098,Alkaloids,Tryptophan alkaloids,Yohimbine-like alkaloids,"Alkaloids, Tryptophan alkaloids"
15752878,1523543,Ki,8.33,11060,SINGLE PROTEIN,Lyase,2.0,LTS0017052,Shikimates and Phenylpropanoids,Flavonoids,Flavones,"Shikimates and Phenylpropanoids, Flavonoids"
2450127,487965,Ki,8.33,12572,SINGLE PROTEIN,Kainate receptor,4.0,LTS0017376,Alkaloids,Ornithine alkaloids,Pyrrolidine alkaloids,"Alkaloids, Ornithine alkaloids"
2336807,548718,Ki,8.32,11635,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0200729,Polyketides,Macrolides,Bryostatins,"Polyketides, Macrolides"
15752918,1523544,Ki,8.32,12209,SINGLE PROTEIN,Lyase,2.0,LTS0254270,Shikimates and Phenylpropanoids,Lignans,Neolignans,"Shikimates and Phenylpropanoids, Lignans"
510179,153127,Ki,8.32,12263,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0196273,Terpenoids,Diterpenoids,Tetracyclic diterpenoids,"Terpenoids, Diterpenoids"
5151883,709406,Ki,8.31,103877,SINGLE PROTEIN,Enzyme,1.0,LTS0229483,Other,Other,Other,"Other, Other"
141697,219115,Ki,8.31,10880,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0029561,Terpenoids,Diterpenoids,Tetracyclic diterpenoids,"Terpenoids, Diterpenoids"
12569092,927151,IC50,8.31,12451,SINGLE PROTEIN,Enzyme,1.0,LTS0009543,Carbohydrates,Polyols,Amino cyclitols,"Carbohydrates, Polyols"
1989038,449948,Kd,8.31,228,SINGLE PROTEIN,Hydrolase,2.0,LTS0065578,Alkaloids,Other,Other,"Alkaloids, Other"
17950692,1643816,IC50,8.31,11173,SINGLE PROTEIN,SLC02 family of hexose and sugar alcohol transporters,4.0,LTS0094879,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
15752913,1523544,Ki,8.31,12209,SINGLE PROTEIN,Lyase,2.0,LTS0249588,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,"Shikimates and Phenylpropanoids, Flavonoids"
2180754,528003,Ki,8.31,12514,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0265466,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,"Alkaloids, Tyrosine alkaloids"
3622897,688422,Potency,8.3,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0003293,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,"Shikimates and Phenylpropanoids, Flavonoids"
3638661,688422,Potency,8.3,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0029364,Carbohydrates,Nucleosides,Purine nucleotides,"Carbohydrates, Nucleosides"
3651396,688422,Potency,8.3,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0130369,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,"Shikimates and Phenylpropanoids, Isoflavonoids"
3646935,688422,Potency,8.3,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0260959,Carbohydrates,Nucleosides,Purine nucleotides,"Carbohydrates, Nucleosides"
257391,161124,IC50,8.3,11617,SINGLE PROTEIN,AGC protein kinase PKC eta subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
259822,1197,Ki,8.3,10576,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0083699,Alkaloids,Tryptophan alkaloids,Phenylethylamines,"Alkaloids, Tryptophan alkaloids"
3639971,688422,Potency,8.3,103668,SINGLE PROTEIN,Structural protein,1.0,LTS0053954,Alkaloids,Tryptophan alkaloids,Acridone alkaloids,"Alkaloids, Tryptophan alkaloids"
369744,201960,IC50,8.3,11120,SINGLE PROTEIN,Enzyme,1.0,LTS0042680,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
18012275,1654816,IC50,8.3,11092,SINGLE PROTEIN,Surface antigen,1.0,LTS0117717,Terpenoids,Triterpenoids,Oleanane triterpenoids,"Terpenoids, Triterpenoids"
17878349,1642782,Kd,8.3,30000,SINGLE PROTEIN,Other protein kinase NAK family,5.0,LTS0265204,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4882509,688549,Potency,8.3,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0169562,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,"Shikimates and Phenylpropanoids, Phenolic acids (C6-C1)"
3653667,688422,Potency,8.3,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0170144,Shikimates and Phenylpropanoids,Styrylpyrones,Kavalactones and derivatives,"Shikimates and Phenylpropanoids, Styrylpyrones"
4463461,688161,Potency,8.3,12054,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0181703,Fatty acids,Fatty Acids and Conjugates,Amino fatty acids,"Fatty acids, Fatty Acids and Conjugates"
4850667,688549,Potency,8.3,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0083403,Shikimates and Phenylpropanoids,Flavonoids,Flavones,"Shikimates and Phenylpropanoids, Flavonoids"
4546798,688293,Potency,8.3,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0002099,Alkaloids,Ornithine alkaloids,Pyridine alkaloids,"Alkaloids, Ornithine alkaloids"
4388229,688144,Potency,8.3,103134,SINGLE PROTEIN,Enzyme,1.0,LTS0231075,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
